GeneName	EarlyExp	EstExp	LateExp	minEarly_gb	maxEarly_gb	meanEarly_gb	minEst_gb	maxEst_gb	meanEst_gb	minLate_gb	maxLate_gb	meanLate_gb	minEarly_prom	maxEarly_prom	meanEarly_prom	minEst_prom	maxEst_prom	meanEst_prom	minLate_prom	maxLate_prom	meanLate_prom	Strand	NoClExp	Cluster(exp)	Color	EarlyP-val	EstP-val	LateP-val
Cyp7b1	0.6455	-0.0647	1.7113	0.222222	0.285714	0.253968	0.142857	0.27907	0.2109635	0.25	0.454545	0.3522725	0.222222	0.47191	0.347066	0.142857	0.433962	0.2884095	0.25	0.478873	0.3644365	-	10	EarlyNEstNLateUp	Petrol	0.0083	0.7448	0.00005
Kcna4	1.0874	1.6879	2.7309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.0022	0.0001
Kcnn3	2.3939	1.8504	2.8232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.00005	0.0017	0.00005
Hsd11b2	-1.5071	-2.8763	-2.2469	0.5	0.5	0.5	0.285714	0.294118	0.289916	0.444444	0.46	0.452222	0.417582	0.5	0.458791	0.294118	0.434783	0.3644505	0.4	0.444444	0.422222	+	4	AllVLow	Yellow	0.018	0.00005	0.0007
Ms4a6d	0.8546	1.725	2.0306	0.481281	0.523699	0.4969703333	0.476326	0.540449	0.502036	0.514662	0.543513	0.5307306667	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.1343	0.00005	0.00105
Serping1	0.358	0.4517	1.6552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.10805	0.02445	0.00005
Trem1	0.7113	2.1944	2.5811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.00005	1
Rspo1	-1.8699	-1.8443	-2.3618	0.466667	0.8	0.6254996	0.5	0.533333	0.5155122	0.44186	0.684211	0.5423426	0.466667	0.577778	0.5222225	0.395833	0.5	0.4479165	0.6	0.684211	0.6421055	+	4	AllVLow	Yellow	0.0168	1	0.0002
Tnip1	1.1033	1.1932	1.6491	0.2	0.50165	0.3731866667	0.4	0.6	0.4955823333	0.363636	0.545455	0.4779553333	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Gdf7	1.1584	2.8912	1.435	0.480769	0.563941	0.5214814	0.49616	0.653846	0.5568558	0.553648	0.689655	0.6018908	0.480769	0.6171	0.5489345	0.365169	0.653846	0.5095075	0.619048	0.689655	0.6543515	-	16	AllVUp	DarkPurple	0.0037	0.00005	0.00005
H2-Ab1	0.9154	-1.453	4.4757	0.333333	0.481262	0.4084363333	0.481586	0.584906	0.5429973333	0.438356	0.583333	0.531674	0.410714	0.410714	0.410714	0.584906	0.584906	0.584906	0.438356	0.438356	0.438356	+	11	EarlyLEstLLateVeryUp	VeryLightBlue	0.182	0.00815	0.00215
Plekhg1	0.3646	0.6491	1.547	0.3125	0.515152	0.413826	0.5	0.526316	0.513158	0.395349	0.555556	0.4754525	0.3125	0.564103	0.4383015	0.510204	0.526316	0.51826	0.466667	0.555556	0.5111115	-	10	EarlyNEstNLateUp	Petrol	0.27365	0.0298	0.00005
Tnfaip3	2.7025	2.7236	3.5498	0.512821	1	0.7564105	0.48	0.846154	0.663077	0.566667	1	0.7833335	0.553719	1	0.7768595	0.530864	0.846154	0.688509	0.611111	1	0.8055555	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Ifit1	1.6311	2.7371	0.9567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.00005
Mgl2	-0.0904	3.2636	4.9845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	14	EarlyNEstUpLateUp	DarkBlue	1	0.00185	0.25935
Ptgir	1.2566	1.3139	1.8781	0.45993	0.496638	0.4728136667	0.480363	0.491061	0.4851683333	0.451602	0.474777	0.4647973333	0.496638	0.496638	0.496638	0.480363	0.480363	0.480363	0.474777	0.474777	0.474777	+	15	AllMildUp	SeaBlue	0.0001	0.00005	0.00005
Crabp2	0.8523	0.2533	1.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.0039	0.2561	0.00005
Egr1	-0.0777	2.1093	-0.2844	0.52238	0.75	0.651077	0.465116	0.6	0.5198316667	0.448276	0.590909	0.5166076667	0	0.75	0.5133654	0	0.6	0.392821	0.4	0.641509	0.5417202	+	13	EarlyNEstUpLateLow	Blue	0.71155	0.00005	0.11885
Tspan32	0.3222	1.8396	0.9633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.0033	0.05425
Traf1	1.4146	0.4756	3.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0036	0.20115	0.00005
Ccl9	-0.0002	-0.6348	1.6249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.9991	0.00295	0.00005
Sfrp4	-1.2821	-1.7986	0.8965	0.422705	0.555556	0.4891305	0.2	0.415842	0.307921	0	0.534137	0.2670685	0.450704	0.589744	0.5411956	0.2	0.681818	0.4103704	0	0.666667	0.4111752	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.01865	0.00005	0.05095
Hapln1	-1.4851	-0.359	-2.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	7	EarlyLowEstNLateLow	LightGreen	0.00005	0.2942	0.00005
Cldn1	0.969	2.0567	1.0675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.00235	0.00005	0.00005
Ms4a6c	1.4197	1.5741	1.6461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0459	0.0015	0.0128
Tyrobp	-0.3512	0.6808	1.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.47225	0.00385	0.00005
Etv4	0.5338	1.7154	0.5859	0.25	0.553571	0.4315996667	0.3125	0.444444	0.3757713333	0.153846	0.388889	0.2981956667	0.491228	0.491228	0.491228	0.3125	0.3125	0.3125	0.351852	0.351852	0.351852	-	12	EarlyNEstUpLateN	LightBlue	0.05145	0.00005	0.0133
Lrig1	1.1075	1.8969	1.4122	0.285714	0.572072	0.4638005	0.309524	0.769231	0.50694375	0.142857	0.475	0.30532875	0.285714	0.325581	0.3056475	0.391304	0.769231	0.5802675	0.153846	0.568182	0.361014	-	15	AllMildUp	SeaBlue	0.0001	0.00005	0.00005
Cxcl3	2.1713	1.8034	3.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Stmn2	-0.0073	1.7101	-0.4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	13	EarlyNEstUpLateLow	Blue	0.99045	0.00135	0.2225
Nkd1	-1.8121	-1.4829	-2.188	0.454545	0.651515	0.55303	0.388889	0.666667	0.527778	0.266667	0.5	0.3833335	0.651515	0.651515	0.651515	0.388889	0.388889	0.388889	0.5	0.5	0.5	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Ppp2r2b	-2.4333	-2.8528	-2.4504	0.424284	0.513889	0.473169	0.50116	0.555835	0.5359863333	0.422917	0.477588	0.4562023333	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.0001	0.00015	0.0014
Pla2g4c	0.7725	0.8113	1.5134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.1096	0.07155	0.00085
Ramp2	-1.9517	-1.6432	-2.1585	0.5	0.571429	0.5357145	0.461538	0.5	0.480769	0.333333	0.352941	0.343137	0.5	0.606557	0.5532785	0.5	0.72973	0.614865	0.0851064	0.352941	0.2190237	+	4	AllVLow	Yellow	0.0001	0.0025	0.00005
Oas1a	1.9487	2.0045	1.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00015	0.00005	0.0003
Stk32b	-1.8345	-0.216	-2.8565	0	0.571429	0.432687	0.428571	0.686275	0.514413	0.473684	0.638298	0.5182508889	0	0.571429	0.2857145	0.428571	0.545455	0.487013	0.473684	0.5	0.486842	-	4	AllVLow	Yellow	1	1	0.00025
Cd33	0.8514	1.5554	2.0847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	1	0.00235	0.002
Cck	2.9721	2.0742	1.5471	0.523297	0.590909	0.5515823333	0.387097	0.481481	0.441907	0.465116	0.678571	0.5679903333	0.540541	0.540541	0.540541	0.481481	0.481481	0.481481	0.465116	0.465116	0.465116	-	16	AllVUp	DarkPurple	0.00945	0.0004	0.0749
Lect1	-4.71	-4.6868	-3.8233	0.517241	0.540541	0.5309566667	0.269841	0.538462	0.419972	0.521127	0.581081	0.5513106667	0.535088	0.535088	0.535088	0.451613	0.451613	0.451613	0.521127	0.521127	0.521127	-	2	AllExtremelyLow	DarkOrange	0.00065	0.07185	0.00005
Cxcl9	4.0614	3.7489	4.2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	18	AllVUp	Pink	0.00005	0.00005	0.00005
Fzd9	-2.1046	-1.4741	-2.7163	0.505913	0.516949	0.511431	0.396396	0.464824	0.43061	0.491847	0.576	0.5339235	0.516949	0.559579	0.538264	0.396396	0.407796	0.402096	0.501385	0.576	0.5386925	-	4	AllVLow	Yellow	0.0001	0.0075	0.00005
Tnfsf13b	0.897	0.8753	1.6601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.04225	0.0185	0.00005
Itgb2	0.117	1.0842	2.1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.74615	0.00005	0.00005
Scg2	-3.3316	-2.9243	-3.6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	2	AllExtremelyLow	DarkOrange	0.00005	0.00005	0.00005
Relb	1.3116	1.0776	1.5364	0.2	0.567901	0.4778988333	0.2	0.543875	0.4013851667	0.484785	0.642857	0.5758645	0.2	0.657143	0.4285715	0.2	0.736842	0.468421	0.324324	0.642857	0.4835905	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Col6a4	2.954	3.2044	1.6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	17	EarlyUpEstablishedUpLateN	Purple	0.0001	0.00015	1
Cml3	-1.7078	-2.633	-1.7255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	3	EarlyVLowEstVLowLateLow	Orange	0.00505	0.00005	0.00145
Htr1b	0.5585	2.037	-0.0899	0.5	0.610879	0.5402276667	0.346154	0.647887	0.4980136667	0.489796	0.611111	0.56385	0.5	0.509804	0.504902	0.346154	0.647887	0.4970205	0.489796	0.611111	0.5504535	-	12	EarlyNEstUpLateN	LightBlue	0.0834	0.00005	0.73875
Mmp12	0.4322	2.2407	2.4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.33855	0.00005	0.00015
Apol8	0.4121	2.5005	-1.0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	13	EarlyNEstUpLateLow	Blue	1	0.00005	0.0503
Ppp1r3g	0.5266	0.1776	2.0578	0.508772	0.64	0.5752316667	0.447077	0.764706	0.5705943333	0.409836	0.692308	0.5310643333	0.576923	0.576923	0.576923	0.5	0.5	0.5	0.409836	0.409836	0.409836	+	10	EarlyNEstNLateUp	Petrol	0.29885	0.72115	0.001
Mctp1	1.6754	1.7751	1.929	0.466155	0.560781	0.5110725	0.4	0.530356	0.4681348	0.403721	0.653846	0.49369455	0.478261	0.555556	0.5169085	0.4	0.571429	0.4857145	0.351351	0.653846	0.5025985	+	15	AllMildUp	SeaBlue	1	0.00025	0.0008
Tmem151b	0.9599	0.9481	2.0526	0.444444	0.568421	0.5024660909	0.25	0.525424	0.4312690909	0.490481	0.612524	0.54027	0.4	0.444444	0.4296293333	0.25	0.378378	0.3205703333	0.55814	0.6	0.5860466667	-	15	AllMildUp	SeaBlue	0.0394	0.0352	0.00005
Hbegf	0.4303	2.005	0.1763	0.333333	0.477273	0.405303	0.466667	0.6	0.5333335	0.44	0.538462	0.489231	0.333333	0.598039	0.465686	0.490909	0.6	0.5454545	0.506329	0.538462	0.5223955	-	12	EarlyNEstUpLateN	LightBlue	0.04675	0.00005	0.36425
Cyth4	0.3799	0.6827	1.7998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.3025	0.0056	0.00005
Syt6	-1.4976	-1.787	-0.4126	0.545455	0.59772	0.5715875	0.413953	0.48	0.4469765	0.5	0.508571	0.5042855	0.416667	0.545455	0.481061	0.443478	0.48	0.461739	0.458333	0.5	0.4791665	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.0022	0.0014	1
Lbp	0.6303	0.6918	1.9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00865	0.0003	0.00005
Dram1	1.0568	0.8465	1.8589	0.4	0.572816	0.486408	0.4	0.468085	0.4340425	0.25	0.48	0.365	0.4	0.556485	0.4782425	0.4	0.425	0.4125	0.25	0.546763	0.3983815	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Aldoc	0.9442	0.7454	1.6358	0.511461	0.511461	0.511461	0.460949	0.460949	0.460949	0.526627	0.526627	0.526627	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0316	0.0181	0.0003
Acsbg1	0.8134	0.9572	1.5273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0568	0.02395	0.0007
Errfi1	0.6098	1.7411	0.8331	0.142857	0.425	0.2839285	0.481481	0.923077	0.702279	0.222222	0.513514	0.367868	0.142857	0.492248	0.3175525	0.392962	0.923077	0.6580195	0.222222	0.5225	0.372361	+	12	EarlyNEstUpLateN	LightBlue	0.0042	0.00005	0.00005
Lgi2	0.6158	0.6635	2.0374	0.47541	0.545455	0.5104325	0.410714	0.461538	0.436126	0.333333	0.5	0.4166665	0.505908	0.545455	0.5256815	0.449857	0.461538	0.4556975	0.333333	0.489362	0.4113475	-	15	AllMildUp	SeaBlue	0.0873	0.03335	0.00005
Enpep	-1.7091	-1.1423	-0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.00005	0.0008	0.00355
2610507I01Rik	-0.0143	-1.5543	-0.7984	0.486111	0.736842	0.6114765	0.311111	1	0.6555555	0.375	0.612245	0.4936225	0.510309	0.736842	0.5957936667	0.410256	1	0.624147	0.375	0.607477	0.4898526667	-	6	AllLow	VeryLightGreen	0.9647	0.00005	0.01025
Igfbp2	-2.2092	-1.0651	-1.8793	0.362069	0.571429	0.4380386	0.383562	0.875	0.5618956	0.142857	0.625	0.4089426	0.362069	0.571429	0.456803	0.383562	0.875	0.5783683333	0.142857	0.517241	0.391253	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Spef2	-1.0956	-1.8368	-1.6878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.06975	0.00405	0.00155
Sema7a	0.9026	1.5702	0.5557	0.597345	0.6	0.5986725	0.444444	0.528571	0.4865075	0.366667	0.555556	0.4611115	0.6	0.612903	0.6064515	0.258065	0.444444	0.3512545	0.366667	0.479452	0.4230595	+	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.0107
Clec4n	1.0276	2.908	4.2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	14	EarlyNEstUpLateUp	DarkBlue	0.0867	0.00005	0.21135
Apol10b	1.0062	1.5676	0.8332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.0224	0.00005	0.02875
Otor	-2.5084	-0.8529	-0.0363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	6	AllLow	VeryLightGreen	0.0001	0.08735	0.93195
Cldn10	-1.348	-0.7914	-2.296	0.488333	0.818182	0.6100333333	0.358566	0.5	0.4290456667	0.285714	0.608696	0.4791056667	0.488333	0.818182	0.6532575	0.358566	0.5	0.429283	0.285714	0.608696	0.447205	+	4	AllVLow	Yellow	0.0136	0.1697	0.0001
Amph	1.5535	2.3876	2.0567	0.449393	0.727273	0.588333	0.485876	0.692308	0.589092	0.357143	0.567708	0.4624255	0.313725	0.727273	0.520499	0.692308	0.714286	0.703297	0.357143	0.357143	0.357143	+	15	AllMildUp	SeaBlue	0.0029	0.0001	0.0001
Coch	-0.7456	-0.4953	-2.3303	0.53949	0.833333	0.6864115	0.469586	0.555556	0.512571	0.52306	0.708333	0.6156965	0.616162	0.833333	0.7247475	0.220339	0.555556	0.3879475	0.428571	0.708333	0.568452	+	4	AllVLow	Yellow	0.0021	0.04475	0.00005
Chrdl1	-2.5943	-2.2865	-1.3018	0.440367	0.607143	0.5233106667	0.454545	0.526316	0.501711	0.378788	0.460237	0.4263416667	0.440367	0.440367	0.440367	0.524272	0.524272	0.524272	0.378788	0.378788	0.378788	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Gramd2	-1.6218	-1.9426	-1.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.001	0.00005	0.00035
Cyp4f14	-1.617	-2.042	-1.0803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	1	0.0022	0.03545
Sema3c	1.2013	1.7927	0.6238	0.463171	0.583333	0.5017242	0	0.538176	0.3794498	0.1	0.504241	0.3784432	0.5	0.573529	0.5367645	0	0.4625	0.23125	0.1	0.494118	0.297059	+	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.0002
Naip5	0.3582	1.6573	1.4435	0.446009	0.517012	0.4793263333	0.436725	0.509162	0.4774024444	0.458617	0.559825	0.5181545556	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	1	0.00215	1
Tnip3	4.1705	1.5088	3.932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	18	AllVUp	Pink	0.00005	0.0002	0.00005
Scin	-0.4766	0.7125	3.9529	0.4	0.427586	0.413793	0.432836	0.5	0.466418	0.67	1	0.835	0.4	0.540952	0.470476	0.5	0.512088	0.506044	0.54065	1	0.770325	-	11	EarlyLEstLLateVeryUp	VeryLightBlue	0.28255	0.0408	0.00025
Parp14	1.4752	1.5036	1.5809	0.25	0.514286	0.382143	0.361111	0.6	0.4805555	0.472727	0.5	0.4863635	0.25	0.570605	0.4103025	0.401639	0.6	0.5008195	0.5	0.577406	0.538703	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Ly86	0.7102	1.6263	1.6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.00405	0.02385
Nod2	2.2301	1.7398	2.9987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.0001	0.00095	0.00005
Pik3ap1	-0.027	0.9339	1.5059	0.2	0.5	0.3794822	0.272727	0.52546	0.4384752	0.476905	0.666667	0.5450226	0.2	0.426415	0.3132075	0.272727	0.421569	0.347148	0.513889	0.666667	0.590278	-	10	EarlyNEstNLateUp	Petrol	0.9484	0.0006	0.00135
Lcp2	0.0174	0.5896	2.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.96895	0.04755	0.00025
Bend5	0.5651	1.2924	2.3886	0.261905	0.538272	0.4445836471	0.307692	1	0.5089735294	0.25641	0.52	0.4666046471	0.347826	0.384615	0.3662205	0.307692	0.454545	0.3811185	0.25641	0.52	0.388205	+	10	EarlyNEstNLateUp	Petrol	0.25525	0.01695	0.0002
Spint2	1.3434	2.0459	2.174	0.421053	0.510373	0.465713	0.429806	0.611111	0.5204585	0.5	0.542132	0.521066	0.421053	0.545537	0.483295	0.459251	0.611111	0.535181	0.5	0.543827	0.5219135	-	15	AllMildUp	SeaBlue	0.00445	0.00005	0.00005
Ntn1	1.5508	1.7106	1.3476	0.445678	0.503268	0.479595	0.415929	0.510829	0.4641252	0.462668	0.64415	0.5394608	0.503268	0.538462	0.520865	0.415929	0.419355	0.417642	0.367347	0.544379	0.455863	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Sema4d	-0.1577	0.8441	1.9481	0.5	0.562044	0.531022	0.429825	0.470588	0.4502065	0.465517	0.510638	0.4880775	0.232558	0.5	0.366279	0.428571	0.470588	0.4495795	0.361111	0.465517	0.413314	-	10	EarlyNEstNLateUp	Petrol	0.63775	0.00045	0.00005
Cntn2	-0.716	-1.6188	-1.4519	0	0.483871	0.2419355	0.2	0.585366	0.392683	0.285714	0.457627	0.3716705	0	0.382716	0.191358	0.2	0.456522	0.328261	0.285714	0.585366	0.43554	-	6	AllLow	VeryLightGreen	0.02125	0.00005	0.00005
Fmnl1	0.66	0.9342	1.5642	0.477544	0.581509	0.538203	0.368421	0.471299	0.4337526667	0.53203	0.582192	0.551963	0.555556	0.605263	0.5804095	0.368421	0.384615	0.376518	0.521739	0.541667	0.531703	+	15	AllMildUp	SeaBlue	0.09985	0.00105	0.00025
Irgm1	1.2636	1.5843	0.8546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.00005
Matn4	-2.5809	-2.1535	-2.129	0.2	1	0.5199385556	0.333333	1	0.4710499444	0	0.591755	0.467518	0.2	0.5	0.35	0.363636	0.444444	0.40404	0.125	0.433333	0.2791665	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Nog	-1.8484	-1.411	-1.3306	0.461538	0.692308	0.60429475	0.5	0.6875	0.601497	0.393939	0.6	0.5450365	0.480769	0.583333	0.532051	0.608696	0.647059	0.6278775	0.288889	0.6	0.4444445	-	4	AllVLow	Yellow	0.00105	0.001	0.00005
C4b	-0.8472	-1.8012	1.5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.1079	0.00005	0.00005
Rnf180	1.0142	1.1731	1.8834	0.474409	0.474409	0.474409	0.454545	0.454545	0.454545	0.561404	0.561404	0.561404	0.4	0.489051	0.4544866667	0.333333	0.590909	0.4595956667	0.508696	0.777778	0.6159593333	-	15	AllMildUp	SeaBlue	0.02075	0.00125	0.00005
Grem1	0.9731	2.5113	0.4782	0.47619	0.548387	0.5122885	0.5	0.533333	0.5166665	0.2	0.590909	0.3954545	0.515789	0.548387	0.532088	0.441281	0.5	0.4706405	0.590909	0.592308	0.5916085	-	12	EarlyNEstUpLateN	LightBlue	0.00045	0.00005	0.0413
Trim30d	1.8737	2.9118	0.918	0.530612	0.615385	0.581999	0.533333	0.807692	0.6632246667	0.517241	0.659574	0.600605	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.10025	0.00005	0.01365
Tnfsf4	1.8507	4.2686	0.8129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	17	EarlyUpEstablishedUpLateN	Purple	1	0.00245	1
Pax1	-1.1565	-1.2647	-2.4788	0.491176	0.518868	0.505022	0.454545	0.51831	0.4864275	0.441558	0.447059	0.4443085	0.518868	0.596774	0.557821	0.454545	0.514286	0.4844155	0.441558	0.510204	0.475881	+	4	AllVLow	Yellow	0.02255	0.0168	0.00005
Il10ra	0.9271	1.6302	1.7655	0	0.488673	0.3736918	0.425926	0.523891	0.4743418	0	0.678457	0.4066062	0	0.514076	0.257038	0.410509	0.454545	0.432527	0	0.525912	0.262956	-	15	AllMildUp	SeaBlue	1	0.0001	0.00375
Tnfrsf19	-1.6444	-0.639	-0.0503	0.111111	0.592593	0.4224208333	0	0.428571	0.2562783333	0.2	0.640693	0.429224	0.492537	0.492537	0.492537	0.428571	0.428571	0.428571	0.507246	0.507246	0.507246	-	6	AllLow	VeryLightGreen	0.00015	0.1549	0.91015
Unc13c	1.261	2.1724	1.2911	0.439834	0.52924	0.489652	0.438679	0.565574	0.4958704167	0.370667	0.551304	0.4761993333	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0056	0.0006	0.0029
Arsi	-1.2262	-1.7312	-0.5344	0.562674	0.647887	0.6052805	0.355805	0.470588	0.4131965	0.519481	0.577982	0.5487315	0.520626	0.647887	0.5842565	0.348946	0.470588	0.409767	0.519481	0.553398	0.5364395	+	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.0049
Atp6v0d2	-0.3227	0.5302	2.9861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.36965	0.0236	0.00005
Dner	-0.6453	0.3773	-2.2536	0.414226	0.833333	0.5383292	0.480932	1	0.647221	0.454271	0.653333	0.5238534	0.466814	0.833333	0.5931416	0.428295	1	0.5741642	0.515244	0.608059	0.5557278	-	7	EarlyLowEstNLateLow	LightGreen	0.14045	0.40155	0.00005
Flt1	2.2085	1.9033	1.508	0.466667	0.574257	0.520462	0.454545	0.578947	0.516746	0.355556	0.504673	0.4301145	0.466667	0.572816	0.5197415	0.455696	0.578947	0.5173215	0.355556	0.54902	0.452288	-	15	AllMildUp	SeaBlue	0.00005	0.0027	0.00005
Fam107a	0.8812	-0.3228	2.0523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	1	0.00015
Arhgap22	0.9553	1.7109	1.1124	0.4	0.644809	0.5277476667	0.222222	0.559524	0.4483233333	0.454545	0.678571	0.5468046667	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0013	0.00005	0.00005
1810011H11Rik	0.7626	2.2528	1.2959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.0003	0.24685
Tnfrsf14	1.1849	1.3335	1.8869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00185	0.0003	0.00005
Foxa1	-1.1038	-2.8054	-2.0066	0.450331	0.579545	0.4987036667	0.333333	0.481818	0.3946956667	0.363636	0.57554	0.4464341667	0.431373	0.5	0.4656865	0.4	0.411765	0.4058825	0.4	0.588235	0.4941175	-	4	AllVLow	Yellow	1	0.0003	1
Snx20	0.1127	0.873	2.2919	0.565657	0.655172	0.6028613333	0.258993	0.738676	0.4851266667	0.619048	0.763636	0.6928533333	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.05065	0.00135
